ContextTokens,GeneratedTokens,KV_Tokens,TIMESTAMP
1171,1171,3898
886,886,2854
1448,1448,4229
767,767,2260
430,430,2837
344,344,2737
292,292,3221
317,317,2250
490,490,3141
637,637,2197
392,392,2571
227,227,3058
581,581,2083
484,484,2693
531,531,2893
1702,1702,4537
241,241,2945
363,363,2306
255,255,3096
268,268,2941
461,461,3494
1440,1440,1758
265,265,2623
306,306,3759
648,648,2637
640,640,2712
319,319,2971
306,306,2672
401,401,5297
313,313,2890
402,402,3632
477,477,4060
740,740,3335
408,408,2477
462,462,3031
333,333,2794
268,268,3516
356,356,3249
517,517,2682
769,769,2192
409,409,2748
291,291,2846
255,255,3113
342,342,2392
566,566,2991
588,588,6170
474,474,2917
308,308,2779
720,720,2996
533,533,2688
308,308,3329
1176,1176,2520
224,224,3015
222,222,3184
326,326,5526
475,475,2714
290,290,2668
564,564,3180
879,879,2171
672,672,2668
766,766,3446
293,293,3113
357,357,2898
561,561,3373
295,295,2741
239,239,3075
945,945,3297
304,304,3060
371,371,3337
310,310,2596
303,303,3191
397,397,2524
386,386,3134
364,364,2943
380,380,3313
378,378,3980
599,599,3206
944,944,3304
274,274,2439
446,446,3011
287,287,2945
534,534,2796
611,611,3887
347,347,2746
421,421,3202
287,287,4490
326,326,2756
314,314,3390
499,499,2322
392,392,3222
603,603,2795
1168,1168,2747
1549,1549,2325
620,620,2384
465,465,3066
797,797,2334
691,691,3403
277,277,3332
373,373,3591
690,690,2564
813,813,2397
977,977,2466
510,510,4252
526,526,4473
732,732,2434
741,741,3438
297,297,3221
503,503,3538
306,306,3037
299,299,2726
888,888,3521
1019,1019,2337
895,895,6737
739,739,2750
1563,1563,1785
1683,1683,1967
1548,1548,1664
251,251,3034
231,231,3636
631,631,3447
622,622,2671
412,412,3164
573,573,2581
392,392,2838
683,683,2363
335,335,4766
1799,1799,2069
333,333,3129
292,292,3743
674,674,3920
533,533,3722
396,396,3866
1109,1109,2803
871,871,3556
315,315,5016
335,335,5137
263,263,3026
285,285,6243
316,316,3532
288,288,3454
915,915,7139
589,589,3090
292,292,3029
857,857,6292
651,651,4154
801,801,3285
429,429,3822
316,316,4429
452,452,3726
2060,2060,3748
368,368,3985
638,638,3623
259,259,3290
344,344,3490
628,628,4255
1271,1271,4756
559,559,2850
527,527,4330
461,461,3209
627,627,2800
1255,1255,2352
367,367,4176
1023,1023,2549
1027,1027,2418
346,346,3015
816,816,3466
317,317,3057
824,824,2893
494,494,3661
339,339,4585
274,274,3781
433,433,4594
512,512,3424
1269,1269,2339
1147,1147,6027
389,389,3546
517,517,3889
570,570,3713
300,300,4072
474,474,3319
399,399,3237
423,423,5426
267,267,4090
488,488,4865
351,351,3690
594,594,4208
368,368,4248
3727,3727,3727
182,182,2978
398,398,3337
266,266,4015
531,531,3185
344,344,4846
396,396,3931
329,329,5923
360,360,3261
448,448,3662
535,535,3359
748,748,4521
414,414,4182
677,677,3404
289,289,3545
297,297,4782
790,790,4441
245,245,4159
1246,1246,5021
199,199,3015
313,313,3034
281,281,3648
1633,1633,1924
360,360,6105
581,581,3943
497,497,3226
786,786,3918
648,648,4064
307,307,3396
409,409,3855
459,459,6270
317,317,3941
279,279,3726
719,719,3253
331,331,4055
295,295,4846
499,499,4170
325,325,4843
339,339,3276
386,386,5918
479,479,5466
316,316,4183
264,264,4447
917,917,4163
466,466,3261
366,366,6913
814,814,3297
1065,1065,2785
245,245,3053
422,422,3899
382,382,3949
403,403,6900
1915,1915,2471
340,340,5430
2234,2234,2504
177,177,3853
462,462,3729
397,397,4155
573,573,5039
1030,1030,3055
421,421,4254
395,395,5124
2779,2779,3172
519,519,4436
256,256,3598
631,631,3115
355,355,4395
732,732,3194
378,378,3744
286,286,3774
1699,1699,3190
313,313,4518
323,323,4268
644,644,4473
446,446,4665
1508,1508,2851
283,283,4164
577,577,4301
491,491,5633
1643,1643,2161
268,268,4195
284,284,4421
1165,1165,2841
294,294,3701
285,285,4034
319,319,4197
297,297,3494
440,440,7122
250,250,4950
631,631,3229
268,268,4142
1770,1770,2426
1378,1378,3757
353,353,5733
219,219,4458
295,295,4850
222,222,4516
274,274,4123
366,366,4257
1167,1167,2745
405,405,4071
385,385,3750
1749,1749,2531
908,908,3530
250,250,3933
729,729,5234
232,232,3945
255,255,3702
261,261,5980
650,650,5907
307,307,5344
252,252,3924
2099,2099,2889
410,410,8025
804,804,4332
399,399,5647
319,319,4017
406,406,4605
397,397,4006
561,561,5305
627,627,4207
1081,1081,4116
1195,1195,3569
1655,1655,1764
263,263,3763
847,847,2990
319,319,4684
329,329,5373
321,321,4185
495,495,4465
762,762,5246
430,430,3731
314,314,4099
393,393,4522
357,357,3933
319,319,5010
332,332,4758
404,404,4513
305,305,3366
323,323,5043
653,653,5218
297,297,5737
668,668,3854
390,390,5794
874,874,3998
348,348,4618
372,372,3454
564,564,5495
323,323,4790
426,426,3565
614,614,5534
460,460,4909
1261,1261,4309
1107,1107,3441
385,385,4919
685,685,5172
371,371,6263
810,810,2994
3123,3123,3757
520,520,5139
496,496,4594
738,738,4595
941,941,4497
355,355,4485
265,265,4800
379,379,4532
2400,2400,2481
792,792,4852
882,882,4049
383,383,3971
2536,2536,3230
654,654,5433
485,485,3233
1068,1068,3371
262,262,3868
212,212,4454
1053,1053,3610
210,210,4706
509,509,4982
759,759,4821
283,283,3890
297,297,4725
669,669,4534
957,957,3367
1210,1210,3903
311,311,6651
651,651,3475
790,790,3653
219,219,4881
1045,1045,4229
635,635,6031
506,506,5876
263,263,4120
266,266,4672
274,274,4321
565,565,5138
415,415,5215
508,508,6435
717,717,4971
274,274,5560
330,330,4517
269,269,9024
467,467,4274
347,347,3840
1120,1120,5848
263,263,4886
396,396,4494
471,471,5356
1318,1318,3713
280,280,5019
450,450,4752
280,280,4342
490,490,5788
349,349,4149
396,396,4154
254,254,5174
236,236,4357
383,383,4723
450,450,4559
311,311,4651
372,372,5253
314,314,4012
486,486,3995
231,231,5049
536,536,4143
518,518,3913
733,733,4304
294,294,9282
671,671,4175
1120,1120,3983
504,504,4857
313,313,4508
1216,1216,3826
800,800,4118
453,453,5022
659,659,3771
1349,1349,2949
272,272,11430
314,314,4360
754,754,5164
335,335,4285
1439,1439,2952
351,351,4850
246,246,4497
596,596,3818
256,256,5671
1370,1370,4887
1527,1527,2905
348,348,5758
1713,1713,5376
216,216,3766
406,406,5730
526,526,12564
769,769,4941
480,480,5951
367,367,6156
333,333,5419
510,510,5500
843,843,4176
381,381,5612
334,334,4285
966,966,4759
470,470,6656
1070,1070,10535
282,282,5740
286,286,5436
418,418,5284
314,314,5557
643,643,4899
320,320,5840
177,177,4134
1158,1158,3506
1849,1849,3358
321,321,4999
373,373,10371
271,271,4953
934,934,4893
265,265,4637
300,300,4582
248,248,4701
357,357,5891
370,370,4727
288,288,6507
760,760,6670
327,327,6675
536,536,5282
1013,1013,3889
297,297,7212
285,285,6415
1173,1173,8672
281,281,4803
328,328,4362
326,326,6913
292,292,7449
447,447,7646
227,227,4561
327,327,4740
577,577,4350
356,356,5687
603,603,9853
284,284,4688
490,490,5746
311,311,4782
497,497,6150
617,617,6779
313,313,6258
370,370,4758
387,387,4893
289,289,4640
306,306,4498
500,500,5704
755,755,4416
295,295,6518
308,308,4904
527,527,7348
925,925,6014
399,399,6608
493,493,8615
1362,1362,3909
372,372,6052
279,279,6601
2913,2913,4350
998,998,5978
233,233,5039
978,978,8302
2612,2612,2760
572,572,5932
449,449,5787
2661,2661,2756
363,363,5502
540,540,6060
354,354,5908
342,342,13931
423,423,7440
283,283,5679
1215,1215,4320
423,423,4564
507,507,5191
295,295,6931
178,178,4776
331,331,7268
239,239,5221
278,278,6267
354,354,5693
504,504,5524
290,290,4864
505,505,6668
379,379,6916
254,254,6670
487,487,5095
283,283,5340
235,235,5175
325,325,6746
316,316,5055
554,554,5095
345,345,6276
3403,3403,3403
329,329,5477
511,511,5617
320,320,6960
736,736,6554
307,307,6180
245,245,6413
323,323,5546
658,658,6052
385,385,6442
254,254,6957
272,272,4921
440,440,5798
365,365,8312
674,674,4770
313,313,4839
262,262,5978
689,689,4816
428,428,5651
309,309,6109
323,323,7353
559,559,4848
1359,1359,5413
303,303,5031
382,382,5148
533,533,5361
485,485,5887
505,505,5320
411,411,5521
248,248,6464
556,556,5305
436,436,5801
1047,1047,4793
284,284,7546
237,237,6786
520,520,6553
342,342,4592
264,264,6269
718,718,5363
557,557,6768
296,296,5657
233,233,5981
416,416,5486
360,360,7904
1960,1960,4781
254,254,6825
2904,2904,3203
382,382,11842
532,532,5718
875,875,4685
508,508,6299
529,529,6733
427,427,6055
244,244,5705
238,238,6180
371,371,7420
226,226,6383
475,475,5172
363,363,6623
245,245,5880
286,286,6551
419,419,10018
1006,1006,5703
308,308,7679
386,386,6289
306,306,7025
318,318,7774
530,530,5367
304,304,5324
283,283,5639
356,356,6494
267,267,5896
732,732,6390
371,371,6136
284,284,6551
233,233,7645
467,467,6660
291,291,7509
377,377,5478
284,284,6974
1394,1394,6674
355,355,6424
335,335,6241
330,330,6858
209,209,5973
427,427,8205
303,303,6564
584,584,5044
487,487,5841
274,274,8896
522,522,7787
495,495,12149
1466,1466,5332
267,267,4485
328,328,7927
309,309,6643
309,309,6178
1392,1392,6075
236,236,6539
289,289,6338
299,299,7647
530,530,6085
274,274,9310
274,274,6715
853,853,6908
354,354,9718
494,494,5518
326,326,6939
274,274,6655
247,247,6407
524,524,7461
499,499,5996
560,560,5127
557,557,7799
701,701,6194
340,340,6936
348,348,8047
303,303,5082
228,228,5470
307,307,7277
491,491,6400
258,258,6724
565,565,11199
292,292,7168
733,733,5935
327,327,6991
288,288,7434
1030,1030,6523
271,271,6937
398,398,7714
1290,1290,6438
289,289,7650
374,374,7502
328,328,6175
401,401,6563
494,494,5432
598,598,5518
280,280,16183
2193,2193,6804
267,267,5722
261,261,7660
264,264,6030
2831,2831,10622
631,631,4730
703,703,5897
331,331,6011
440,440,8572
233,233,5932
1155,1155,6160
695,695,6763
332,332,9365
1141,1141,5764
294,294,6399
555,555,6193
312,312,5468
337,337,7095
378,378,7081
289,289,7961
269,269,6325
419,419,7238
289,289,6922
378,378,9407
381,381,8494
303,303,8627
305,305,7365
428,428,6299
1954,1954,6081
382,382,7387
702,702,5912
234,234,5719
222,222,6947
521,521,7372
1947,1947,4345
365,365,7266
1428,1428,7324
324,324,7508
439,439,7793
300,300,8561
398,398,11973
474,474,11235
299,299,7118
308,308,6563
284,284,7323
309,309,6230
413,413,9506
292,292,6277
290,290,9359
326,326,6598
995,995,9974
269,269,6139
295,295,8600
370,370,6676
286,286,7280
290,290,6770
2106,2106,6067
1929,1929,6560
242,242,6484
665,665,7241
327,327,12103
589,589,6855
374,374,7126
426,426,7582
224,224,6426
248,248,8007
284,284,6885
222,222,6741
219,219,7032
272,272,7898
385,385,7540
304,304,7943
491,491,6891
279,279,7779
290,290,6556
795,795,8647
322,322,7956
931,931,6667
335,335,7311
310,310,8453
466,466,7250
404,404,7981
1141,1141,5579
296,296,8593
372,372,8472
314,314,6999
282,282,7276
3133,3133,4939
1373,1373,6540
205,205,7578
427,427,7067
587,587,8367
669,669,7139
347,347,11123
596,596,11248
245,245,9797
280,280,6970
610,610,8009
2114,2114,5616
332,332,8248
276,276,9577
265,265,7955
346,346,7824
253,253,7350
239,239,5799
1488,1488,10124
918,918,7201
270,270,6801
613,613,7841
1545,1545,6639
1648,1648,8204
472,472,12311
763,763,10364
595,595,6301
3451,3451,7813
345,345,6406
330,330,7764
899,899,5777
1627,1627,6962
2156,2156,7352
344,344,7532
287,287,7409
351,351,8600
1233,1233,6590
297,297,8859
376,376,7790
361,361,7880
282,282,7322
341,341,8335
456,456,9256
310,310,7437
756,756,8040
2241,2241,5634
292,292,8081
245,245,8506
222,222,6410
338,338,7583
288,288,7556
257,257,8652
291,291,11565
512,512,6881
403,403,10612
288,288,8011
259,259,7556
599,599,11699
481,481,7294
877,877,9905
286,286,7396
389,389,8626
612,612,9452
501,501,10860
165,165,9096
301,301,11892
337,337,7605
407,407,8346
308,308,8372
257,257,9480
344,344,8180
700,700,6992
355,355,7589
310,310,11658
277,277,9555
402,402,7316
262,262,7326
570,570,16460
437,437,6200
296,296,7911
387,387,7274
317,317,8748
360,360,9332
389,389,7848
291,291,7509
609,609,6355
249,249,8348
491,491,8769
233,233,7173
302,302,7768
443,443,7569
288,288,12759
269,269,8676
728,728,8909
491,491,6976
382,382,10861
266,266,7407
649,649,8129
345,345,6022
232,232,8356
224,224,9107
244,244,7359
1249,1249,8814
450,450,10204
511,511,7824
511,511,8193
500,500,7390
239,239,8165
882,882,10713
359,359,7740
359,359,8726
616,616,13111
225,225,7763
311,311,11463
242,242,8597
551,551,7101
347,347,7715
399,399,8164
326,326,7453
574,574,14333
617,617,7240
1229,1229,6223
7120,7120,7280
255,255,8088
426,426,12527
1021,1021,8794
283,283,7745
234,234,8972
364,364,10388
344,344,8768
289,289,9169
258,258,10108
392,392,7611
399,399,9231
288,288,6979
433,433,15928
358,358,7961
212,212,7712
239,239,7453
367,367,11704
753,753,7549
782,782,7201
247,247,7137
484,484,10011
300,300,8242
1022,1022,11496
1487,1487,9746
470,470,7743
646,646,17815
533,533,12459
345,345,9726
373,373,12748
292,292,8275
458,458,8353
1584,1584,8044
282,282,8997
292,292,8973
351,351,8328
295,295,7960
303,303,7039
340,340,9559
2593,2593,9681
634,634,9059
902,902,9268
283,283,8566
294,294,8379
1806,1806,8884
330,330,8277
334,334,10815
818,818,8934
335,335,9286
263,263,10192
478,478,7395
350,350,12510
245,245,8073
526,526,9248
689,689,11021
271,271,7931
273,273,9416
265,265,10932
387,387,11363
241,241,10042
792,792,26859
217,217,7786
182,182,7848
750,750,14332
299,299,9236
450,450,9237
685,685,9676
297,297,8672
493,493,9959
408,408,10182
391,391,9184
473,473,10030
258,258,10357
826,826,11265
343,343,9328
625,625,10591
201,201,8396
454,454,10042
1163,1163,8737
216,216,8040
799,799,8598
3412,3412,8450
227,227,9514
548,548,9264
281,281,8871
853,853,10006
334,334,9408
275,275,11488
495,495,11004
300,300,8466
392,392,11369
557,557,8750
2495,2495,12004
286,286,9696
376,376,10661
297,297,9062
342,342,9178
305,305,9640
280,280,9403
320,320,9070
282,282,7929
434,434,8272
239,239,9352
320,320,8279
489,489,10043
233,233,9674
271,271,11013
386,386,9157
327,327,6931
185,185,7761
256,256,10204
285,285,10479
336,336,10705
5370,5370,9907
526,526,9495
284,284,8573
383,383,10928
709,709,9981
284,284,18599
225,225,10689
283,283,10302
1525,1525,15293
628,628,9819
1545,1545,6622
223,223,9124
217,217,11069
313,313,9085
3179,3179,6509
359,359,14938
427,427,11285
306,306,9106
405,405,11811
5272,5272,5272
253,253,8947
610,610,9623
278,278,11863
766,766,8635
650,650,15929
290,290,9020
376,376,10589
266,266,8611
702,702,8236
328,328,8966
487,487,10621
396,396,9905
2284,2284,9062
252,252,14155
591,591,9503
636,636,10022
238,238,13574
280,280,9120
439,439,11251
682,682,8985
444,444,10587
242,242,9328
361,361,9894
1840,1840,8241
250,250,8841
580,580,9072
435,435,10265
439,439,13521
307,307,9911
354,354,10526
536,536,9897
277,277,8810
491,491,10759
542,542,9217
349,349,14178
1554,1554,10579
401,401,7961
312,312,11783
425,425,13300
270,270,11071
561,561,13958
307,307,11310
241,241,8490
341,341,8639
1659,1659,8361
246,246,9109
702,702,9182
523,523,15778
245,245,10521
3369,3369,11523
1264,1264,9391
410,410,16331
281,281,9639
378,378,8933
283,283,10308
418,418,11206
335,335,9299
303,303,10262
299,299,9010
371,371,10468
288,288,10758
543,543,11247
230,230,8802
226,226,10586
247,247,10924
254,254,9755
416,416,9648
434,434,10318
371,371,10730
305,305,10758
538,538,13450
354,354,12704
264,264,10365
175,175,8360
341,341,11645
635,635,15410
539,539,14276
299,299,7746
298,298,11025
581,581,24148
280,280,9523
384,384,11192
318,318,11464
252,252,12526
357,357,10294
290,290,13061
258,258,9540
610,610,10843
323,323,10702
1478,1478,7470
340,340,9010
289,289,11700
266,266,13109
467,467,10484
498,498,11557
363,363,9812
486,486,10949
6395,6395,6743
536,536,9324
225,225,9862
327,327,10501
1211,1211,7473
252,252,8519
328,328,9875
306,306,12593
828,828,9263
269,269,9141
292,292,11324
497,497,9638
396,396,12674
428,428,10491
335,335,12061
283,283,11041
316,316,9011
268,268,11100
366,366,11107
526,526,10661
1087,1087,12616
502,502,9357
234,234,11981
255,255,10234
391,391,12021
251,251,9631
678,678,9257
338,338,10815
273,273,11212
189,189,13459
270,270,12360
248,248,10292
2258,2258,11905
300,300,10846
256,256,10252
367,367,14353
246,246,10255
233,233,11801
987,987,9295
398,398,7932
376,376,11048
359,359,10328
976,976,10064
402,402,10832
359,359,14163
656,656,13512
306,306,11142
227,227,9506
482,482,11690
447,447,12469
234,234,10222
500,500,18248
349,349,12743
1628,1628,13439
373,373,13540
372,372,14308
332,332,9944
277,277,16643
255,255,10271
290,290,12280
378,378,13356
358,358,12668
487,487,9386
285,285,12325
228,228,12671
297,297,12291
367,367,9081
668,668,12047
482,482,12094
535,535,10998
391,391,13280
690,690,9728
501,501,13019
275,275,13147
371,371,14988
202,202,10304
296,296,11659
292,292,14172
1321,1321,11276
405,405,13706
3625,3625,9771
1337,1337,14911
230,230,9882
264,264,9464
390,390,16743
416,416,11303
370,370,10826
312,312,10318
340,340,9888
896,896,10690
496,496,10917
245,245,10491
476,476,12301
593,593,10209
401,401,9854
538,538,10187
335,335,12589
249,249,11442
339,339,12051
297,297,12628
428,428,11863
270,270,11822
428,428,11789
252,252,10088
274,274,9669
231,231,15043
226,226,10655
431,431,12765
276,276,12582
532,532,10609
629,629,16454
619,619,10516
312,312,11932
291,291,12648
390,390,12160
235,235,11246
384,384,11030
192,192,12060
342,342,13430
467,467,15275
327,327,12943
367,367,14137
474,474,18217
389,389,12818
349,349,16067
575,575,8784
330,330,14927
265,265,11554
395,395,12431
283,283,14340
445,445,11341
317,317,11095
330,330,14128
290,290,11957
263,263,16206
750,750,10917
1687,1687,14782
465,465,19450
397,397,12432
252,252,10572
297,297,13419
325,325,13733
408,408,11194
394,394,16784
338,338,12178
395,395,11371
297,297,13582
977,977,14470
315,315,12089
415,415,10250
265,265,12260
1103,1103,10443
389,389,12439
324,324,13238
297,297,13494
348,348,18187
293,293,17185
328,328,12748
479,479,13525
591,591,12007
374,374,14289
7471,7471,12466
284,284,13439
236,236,10555
441,441,12070
288,288,10647
289,289,11858
294,294,11668
552,552,13131
267,267,13673
233,233,14007
309,309,14497
253,253,12784
227,227,10242
726,726,18604
288,288,13628
478,478,11725
2446,2446,11380
552,552,13845
254,254,11234
285,285,11082
395,395,11017
249,249,12876
303,303,14036
260,260,11492
609,609,10257
325,325,13748
236,236,11658
351,351,13228
610,610,13094
251,251,13842
399,399,11416
895,895,12355
288,288,13170
322,322,15241
371,371,15144
746,746,14424
443,443,14161
831,831,11535
968,968,17506
1034,1034,10731
827,827,11846
241,241,14055
759,759,12080
345,345,13403
979,979,11637
287,287,13455
298,298,11973
365,365,13997
328,328,20768
355,355,16850
322,322,15089
1234,1234,40759
646,646,13256
248,248,12362
529,529,13788
320,320,11097
426,426,11250
364,364,15746
623,623,12963
247,247,12490
200,200,11888
332,332,15804
309,309,11219
288,288,12933
319,319,14622
409,409,10988
296,296,14447
454,454,16155
333,333,14212
266,266,12677
1389,1389,10396
319,319,17415
380,380,18171
235,235,9922
396,396,14317
423,423,11929
469,469,17144
585,585,12990
316,316,14522
264,264,15062
375,375,14691
256,256,13079
300,300,15493
330,330,10553
375,375,14702
375,375,14753
233,233,11353
315,315,14743
317,317,13554
298,298,13264
238,238,13110
754,754,37490
1159,1159,14940
230,230,14993
490,490,19243
375,375,14909
257,257,12961
559,559,16090
433,433,15016
299,299,12612
396,396,13652
289,289,15308
431,431,12803
352,352,13681
372,372,12557
685,685,11704
2218,2218,14867
479,479,19013
3536,3536,16469
579,579,17442
247,247,12895
366,366,14076
366,366,18016
249,249,16291
502,502,16941
315,315,14264
285,285,12453
555,555,27710
9781,9781,9948
851,851,13025
360,360,14998
1223,1223,11754
364,364,33313
281,281,13443
235,235,12736
261,261,11325
269,269,12496
310,310,11955
349,349,14976
386,386,17898
254,254,12518
248,248,14816
429,429,21367
234,234,11780
874,874,31784
185,185,11942
297,297,9846
294,294,15548
354,354,17723
292,292,15114
330,330,14407
305,305,15503
258,258,14658
217,217,17417
359,359,13806
324,324,17772
227,227,12340
257,257,11882
532,532,15631
319,319,11403
401,401,13277
277,277,20328
235,235,17368
367,367,17956
384,384,13403
7124,7124,15093
294,294,12513
274,274,18277
300,300,14859
252,252,11687
707,707,19416
1135,1135,16235
245,245,13815
235,235,14891
252,252,14207
228,228,14596
318,318,15433
303,303,15483
413,413,12009
3136,3136,12362
197,197,13553
401,401,14094
445,445,17162
337,337,16945
375,375,16175
555,555,14783
205,205,17257
255,255,14350
300,300,14821
298,298,12867
266,266,13916
265,265,13515
322,322,17543
238,238,15657
303,303,14152
323,323,19148
352,352,20601
454,454,18352
229,229,15186
256,256,15954
314,314,16040
310,310,16477
1557,1557,33014
226,226,14248
354,354,13988
359,359,15158
325,325,16744
282,282,15579
553,553,16710
659,659,33003
508,508,14663
260,260,15932
240,240,15187
278,278,19110
1170,1170,12442
352,352,14594
313,313,31629
205,205,18079
362,362,12628
280,280,15459
684,684,15132
387,387,20067
325,325,15019
543,543,13740
443,443,16876
471,471,16851
335,335,15959
236,236,13185
342,342,13731
205,205,15360
375,375,16914
269,269,15092
222,222,13982
1358,1358,15332
324,324,19298
279,279,18748
411,411,12995
505,505,13941
223,223,33295
391,391,16714
300,300,15403
312,312,16843
1614,1614,15938
485,485,12441
319,319,18060
303,303,15567
299,299,15326
273,273,14997
337,337,11644
286,286,24471
221,221,14279
344,344,17410
185,185,13698
358,358,17013
614,614,16696
256,256,14802
295,295,14352
195,195,12921
409,409,18165
2156,2156,12331
8576,8576,10181
257,257,14808
261,261,17246
347,347,16463
235,235,15535
480,480,14035
268,268,16350
451,451,23129
511,511,14413
241,241,14435
662,662,17667
245,245,17564
606,606,15755
238,238,15538
2790,2790,17053
296,296,17214
321,321,13982
859,859,10824
282,282,17333
273,273,17417
267,267,15839
438,438,15072
221,221,16839
237,237,14955
298,298,14345
506,506,14303
479,479,16885
402,402,28944
439,439,16321
200,200,16373
1036,1036,17153
635,635,16224
467,467,13618
229,229,14801
436,436,28715
332,332,16072
608,608,17828
278,278,22609
374,374,19915
202,202,13531
575,575,13393
1760,1760,18960
1130,1130,20031
276,276,19405
403,403,17493
363,363,19993
824,824,15005
445,445,17988
3175,3175,13107
266,266,15074
279,279,15734
600,600,18065
332,332,15375
223,223,22084
315,315,17244
289,289,13784
177,177,14089
314,314,20277
3908,3908,12296
267,267,18221
231,231,19583
364,364,15342
246,246,18571
265,265,17924
348,348,18277
265,265,18134
367,367,30997
263,263,20575
2320,2320,32712
234,234,18535
259,259,16516
190,190,15928
469,469,29593
395,395,28651
238,238,14561
1471,1471,15315
270,270,22774
302,302,20150
263,263,18229
219,219,17872
344,344,16232
272,272,15345
267,267,16043
215,215,17609
374,374,19882
342,342,17572
1331,1331,14859
298,298,19228
390,390,34065
390,390,18744
498,498,17070
386,386,18157
195,195,13603
237,237,15222
1063,1063,14768
341,341,19816
324,324,18240
445,445,21333
410,410,31649
440,440,16362
277,277,17889
326,326,20059
449,449,26031
252,252,18904
280,280,17661
242,242,16407
384,384,19287
389,389,21707
315,315,17961
309,309,16835
278,278,22253
259,259,39515
236,236,17083
269,269,15242
197,197,17535
313,313,19945
294,294,23312
419,419,35218
310,310,16572
300,300,19460
392,392,26936
239,239,18284
234,234,21037
1202,1202,16067
298,298,11935
279,279,18258
234,234,17167
233,233,18872
446,446,21407
421,421,18431
285,285,33175
254,254,24430
1662,1662,17740
349,349,19562
293,293,15849
442,442,19485
238,238,19591
258,258,17166
276,276,15505
791,791,26396
353,353,23698
328,328,25193
311,311,19852
305,305,13203
277,277,19863
2437,2437,28495
203,203,15312
347,347,19963
1284,1284,18726
275,275,18838
295,295,13501
259,259,19403
267,267,17165
506,506,22693
471,471,18530
269,269,20603
275,275,20389
239,239,18635
437,437,22067
509,509,18405
253,253,20937
301,301,17997
317,317,21493
225,225,16374
312,312,16170
383,383,19682
192,192,17621
334,334,18138
219,219,16048
286,286,20462
241,241,17922
332,332,22178
263,263,24084
325,325,22405
254,254,19315
263,263,21221
296,296,16739
284,284,20267
223,223,21675
298,298,19305
318,318,20695
516,516,23409
234,234,24106
297,297,14098
204,204,19067
695,695,20946
406,406,24889
277,277,19877
328,328,21408
270,270,17040
523,523,19004
436,436,16262
251,251,21166
349,349,30899
2110,2110,18490
231,231,18805
295,295,22650
222,222,18175
405,405,21107
217,217,17755
227,227,23594
253,253,20717
239,239,14179
250,250,19291
288,288,20530
320,320,22561
254,254,18715
235,235,22231
454,454,22294
300,300,18943
239,239,22357
466,466,18702
332,332,27264
209,209,20220
225,225,19230
211,211,19458
333,333,20195
577,577,18341
418,418,16522
297,297,18779
312,312,36304
608,608,21358
888,888,24333
414,414,19819
631,631,35056
456,456,19045
314,314,21390
289,289,21813
309,309,17977
257,257,22058
340,340,21182
342,342,17698
306,306,20428
510,510,39112
315,315,24724
256,256,23247
